惊艳,#genre#
潘朵啦玩美台,p8p://crfccs.kingh888.com:16666/60ab279b0002b9f90e626c5b4a6b3931.ts 
潘朵啦玩美台,p5p://45.86.67.154:9906/60885835000df6a60f4afa0edd0a04e6.ts
潘朵拉粉红台,p9p://45.86.67.154:9906/608858600001ceac0f4b9ee9d6e55ce1.ts
潘朵拉粉红台,p5p://crfccs.kingh888.com:16666/60fd2d970005922100ecb55d2f333764              
潘朵拉粉红台,p8p://crfccs.kingh888.com:16666/60fd2d970005922100ecb55d2f333764 
潘朵拉粉红台,p8p://fccs.123178.top:9906/60fd2d970005922100ecb55d2f333764
HOT,p5p://crfccs.kingh888.com:16666/60ab27ac000dd0ce0e62b1998dc28571 
HOT,p5p://45.92.126.18:9906/60e5c5940008bfb40cf9327b7a38210e
HOT,p8p://fccs.123178.top:9906/60e5c5940008bfb40cf9327b7a38210e
HOT,p8p://crfccs.kingh888.com:16666/60ab27ac000dd0ce0e62b1998dc28571 
LOOK,p5p://45.92.126.18:9906/60ed753e0003e9cf1108a73c5ad48fc9
LOOK,p8p://crfccs.kingh888.com:16666/60ab27300007c5930e60cbad188a91bd
LOOK,p5p://crfccs.kingh888.com:16666/60ab27300007c5930e60cbad188a91bd
LOOK,p5p://45.92.126.18:9906/60ed753e0003e9cf1108a73c5ad48fc9

潘朵啦,#genre#
香蕉台,mitv://ns2.hellotvvod.com:9906/5e155be0216c4e6c99c4cd9c2c38257e
潘朵啦玩美台,mitv://ns2.hellotvvod.com:9906/ad048a0e28f7459fb5bd032cde3fe4e8
潘朵啦粉红台,mitv://ns2.hellotvvod.com:9906/d3e8e780b4a942efba0b1b1cbbd95ac0
彩虹电影台,mitv://ns2.hellotvvod.com:9906/6edccdac71fc40d286cd41eef03ea5c1
极限电影台,mitv://ns2.hellotvvod.com:9906/30eed67086254549b6fda9e6dc57380b
惊艳电影台,mitv://ns2.hellotvvod.com:9906/dfd3e7ef3fb84099a2bae933ff26d1c5
松视1台,mitv://ns2.hellotvvod.com:9906/8e0bd5bc6ba249e5a85dcc69679ce410
松视2台,mitv://ns2.hellotvvod.com:9906/88427803850b4dd38981ff7b3fc8d52c
松视3台,mitv://ns2.hellotvvod.com:9906/1c105749768c4d948a9164f1b8eca4ef
PLAYBOY,mitv://ns2.hellotvvod.com:9906/ceb0a69cd0d940bb9623469f3aa26e01
LOOK TV,mitv://ns2.hellotvvod.com:9906/051fc43de87b42a6ae47a13f78d7af76
HOT,mitv://ns2.hellotvvod.com:9906/2f63420818de469c8266ec3ecd7ca894
HAPPY,mitv://ns2.hellotvvod.com:9906/a1abff6c28ea45cd8f5b652fad0235a0

Adult,#genre#
Adult1,http://125.227.210.55:9051/VideoInput/play.ts
Adult2,http://125.227.210.55:9053/VideoInput/play.ts
Adult3,http://125.227.210.55:9054/VideoInput/play.ts
Adult4,http://125.227.210.55:9055/VideoInput/play.ts
Adult5,http://125.227.210.55:9062/VideoInput/play.ts
Adult6,http://125.227.210.37:14583/VideoInput/play.ts
Adult6,http://125.227.210.55:14583/VideoInput/play.ts
Adult7,http://125.227.210.37:18685/VideoInput/play.ts
Adult7,http://125.227.210.55:18685/VideoInput/play.ts

成人,#genre#
成人1,http://125.227.210.55:9051/VideoInput/play.ts
成人2,http://125.227.210.55:9053/VideoInput/play.ts
成人3,http://125.227.210.55:9054/VideoInput/play.ts
成人4,http://125.227.210.55:9055/VideoInput/play.ts
成人5,http://125.227.210.55:9062/VideoInput/play.ts
成人6,http://125.227.210.37:14583/VideoInput/play.ts
成人7,http://125.227.210.55:14583/VideoInput/play.ts
成人8,http://125.227.210.37:18685/VideoInput/play.ts
成人9,http://125.227.210.55:18685/VideoInput/play.ts

彩虹e台,#genre#
香蕉台,mitv://ns2.hellotvvod.com:9906/1362bb778dae475288955810c1ab2aaa.ts
彩虹e台,mitv://ns2.hellotvvod.com:9906/3fb96c0e3402489ea71b09b4665519e7.ts
彩虹电影台,mitv://ns2.hellotvvod.com:9906/2a020e712d4d436691da2ea78eafebdc.ts
潘朵啦玩美台,mitv://ns2.hellotvvod.com:9906/d3ece42c680544de95e35183ac5b5389.ts
潘朵啦粉紅台,mitv://ns2.hellotvvod.com:9906/0f5d661ffac94a6c9d1e3677ad288827.ts
惊艳电影台,mitv://ns2.hellotvvod.com:9906/6a4958e7000e4e0db866b28a0790f477.ts
极限电影台,mitv://ns2.hellotvvod.com:9906/9279f96ca28d4a47b1926bef15c0a082.ts
松视1台,mitv://ns2.hellotvvod.com:9906/5525509395864b4697e17d784c856aac.ts
松视2台,mitv://ns2.hellotvvod.com:9906/f99730c3755b4c0898176cb31cdbd7a9.ts
松视3台,mitv://ns2.hellotvvod.com:9906/eddc3d313451476097ea7506d1d0867d.ts
LOOKTV,mitv://ns2.hellotvvod.com:9906/d6795ca162e34cb89be51befc6dfe594.ts
PLAYBOY,mitv://ns2.hellotvvod.com:9906/84371c47b4b54e36b0065d3a2a773379.ts
HOT,mitv://ns2.hellotvvod.com:9906/82d829e45ddb4433ae62280e78e84f64.ts
HAPPY,mitv://ns2.hellotvvod.com:9906/338ec38c41e94ac2a7a556096b6964ea.ts

彩虹电影台,#genre#
彩虹e台,p2p://51.81.90.178:9906/3fb96c0e3402489ea71b09b4665519e7
彩虹电影台,p2p://51.81.90.178:9906/2a020e712d4d436691da2ea78eafebdc
LOOKTV,p2p://51.81.90.178:9906/d6795ca162e34cb89be51befc6dfe594
惊艳电影台,p2p://51.81.90.178:9906/6a4958e7000e4e0db866b28a0790f477
香蕉台,p2p://51.81.90.178:9906/1362bb778dae475288955810c1ab2aaa
潘朵啦玩美台,p2p://51.81.90.178:9906/d3ece42c680544de95e35183ac5b5389
潘朵啦粉紅台,p2p://51.81.90.178:9906/0f5d661ffac94a6c9d1e3677ad288827
极限电影台,p2p://51.81.90.178:9906/9279f96ca28d4a47b1926bef15c0a082
松视1台,p2p://51.81.90.178:9906/5525509395864b4697e17d784c856aac
松视2台,p2p://51.81.90.178:9906/f99730c3755b4c0898176cb31cdbd7a9
松视3台,p2p://51.81.90.178:9906/eddc3d313451476097ea7506d1d0867d
Hot,p2p://51.81.90.178:9906/82d829e45ddb4433ae62280e78e84f64
Happy,p2p://51.81.90.178:9906/338ec38c41e94ac2a7a556096b6964ea
PLAYBOY,p2p://51.81.90.178:9906/84371c47b4b54e36b0065d3a2a773379

LOOKTV,#genre#
彩虹e台,P2p://860969650:9906/3fb96c0e3402489ea71b09b4665519e7
彩虹电影台,P2p://860969650:9906/2a020e712d4d436691da2ea78eafebdc
LOOKTV,P2p://860969650:9906/d6795ca162e34cb89be51befc6dfe594
惊艳电影台,P2p://860969650:9906/6a4958e7000e4e0db866b28a0790f477
香蕉台,P2p://860969650:9906/1362bb778dae475288955810c1ab2aaa
潘朵啦玩美台,P2p://860969650:9906/d3ece42c680544de95e35183ac5b5389
潘朵啦粉紅台,P2p://860969650:9906/0f5d661ffac94a6c9d1e3677ad288827
极限电影台,P2p://860969650:9906/9279f96ca28d4a47b1926bef15c0a082
松视1台,P2p://860969650:9906/5525509395864b4697e17d784c856aac
松视2台,P2p://860969650:9906/f99730c3755b4c0898176cb31cdbd7a9
松视3台,P2p://860969650:9906/eddc3d313451476097ea7506d1d0867d
Hot,P2p://860969650:9906/82d829e45ddb4433ae62280e78e84f64
Happy,P2p://860969650:9906/338ec38c41e94ac2a7a556096b6964ea
PLAYBOY,P2p://860969650:9906/84371c47b4b54e36b0065d3a2a773379

松视1台,#genre#
香蕉台,p2p://ns2.hellotvvod.com:9906/a6fef6e74b4f48d0bfe6342ec87575c0.ts
惊艳电影台,p2p://ns2.hellotvvod.com:9906/c9c7a5ab147f448588866523e8e6c178.ts
潘朵啦粉虹台,p2p://ns2.hellotvvod.com:9906/d2c2dcda43a847158de3be53e05f5fba.ts
潘朵啦玩美台,p2p://ns2.hellotvvod.com:9906/b499545bfbde4e9a9db204191602309e.ts
松视1台,p2p://ns2.hellotvvod.com:9906/256cd356e2e7424aaef03b07170c0a7c.ts
松视2台,p2p://ns2.hellotvvod.com:9906/7f2d5b6c6f8d46e0a72b45fe6eb31da6.ts
松视3台,p2p://ns2.hellotvvod.com:9906/b4a2c6e69da44f758254a311cabe3f1d.ts
彩虹e台,p2p://ns2.hellotvvod.com:9906/5ec7ebdf20d3435986ee50b5e67209ba.ts
彩虹电影台,p2p://ns2.hellotvvod.com:9906/5846f10a1dca4e889226fbb813d269af.ts
HAPPY,p2p://ns2.hellotvvod.com:9906/1269c71356f54b919d69c2f54f635a89.ts
HOT,p2p://ns2.hellotvvod.com:9906/e97014fbd6f74d2f97777c213d6392fa.ts
LOOKTV,p2p://ns2.hellotvvod.com:9906/2c4f0eccccec4dfd8685055ee9f8e2a8.ts
PLAYBOY,p2p://ns2.hellotvvod.com:9906/5a627ba45e9542df8ec11d690d111ad0.ts

松视2台,#genre#
彩虹E台,mitv://ns2.hellotvvod.com:9906/fa9fcb0ade2e4683a489497cda4861db
彩虹电影台,mitv://ns2.hellotvvod.com:9906/cc404855490643bb968e764f6e2f0fb9
LOOK TV,mitv://ns2.hellotvvod.com:9906/0e9bdd262cc34bc0b2b6f55f12cd6ec8
潘朵啦玩美台,mitv://ns2.hellotvvod.com:9906/fe6b69fa1cad4dcc9d71d9b4503b3f61
潘朵啦粉红台,mitv://ns2.hellotvvod.com:9906/2c987e0d3e74400d946478e92ba491e6
惊艳电影台,mitv://ns2.hellotvvod.com:9906/5a83823b245b48089fbeda6d909d1cd8
松视1台,mitv://ns2.hellotvvod.com:9906/d26e39a5f79a40c0b3e430888c5ae244
松视2台,mitv://ns2.hellotvvod.com:9906/250af9c54ac14378bd2f07bb7c0c408b
松视3台,mitv://ns2.hellotvvod.com:9906/5fabc0b58887475e85ed2f1eb77d9de2
PLAYBOY,mitv://ns2.hellotvvod.com:9906/0f556fcf0fe14d5cb86755ec642ced69
香蕉台,mitv://ns2.hellotvvod.com:9906/bfd038a20bbb4f9d8cba14761e028dfa
HOT,mitv://ns2.hellotvvod.com:9906/c89f06c3593342ff9c3cb59d2542a192
HAPPY,mitv://ns2.hellotvvod.com:9906/9895c01831c643ea816f126483f1242d
极限电影台,mitv://ns2.hellotvvod.com:9906/c7a6ba75285d476e973cf01367ac6b1a
极K影视,http://58.63.97.224:8089/hls/100/index.m3u8

松视3台,#genre#
香蕉台,mitv://ns2.hellotvvod.com:9906/a6fef6e74b4f48d0bfe6342ec87575c0.ts
潘朵啦粉虹台,mitv://ns2.hellotvvod.com:9906/d2c2dcda43a847158de3be53e05f5fba.ts
潘朵啦玩美台,mitv://ns2.hellotvvod.com:9906/b499545bfbde4e9a9db204191602309e.ts
惊艳电影台,mitv://ns2.hellotvvod.com:9906/c9c7a5ab147f448588866523e8e6c178.ts
极限电影台,mitv://ns2.hellotvvod.com:9906/5a3618a3b5d0466fb70850317de5e907
彩虹电影台,mitv://ns2.hellotvvod.com:9906/5846f10a1dca4e889226fbb813d269af.ts
松视1台,mitv://ns2.hellotvvod.com:9906/256cd356e2e7424aaef03b07170c0a7c.ts
松视2台,mitv://ns2.hellotvvod.com:9906/7f2d5b6c6f8d46e0a72b45fe6eb31da6.ts
松视3台,mitv://ns2.hellotvvod.com:9906/b4a2c6e69da44f758254a311cabe3f1d.ts
彩虹E台,mitv://ns2.hellotvvod.com:9906/5ec7ebdf20d3435986ee50b5e67209ba.ts
HAPPY,mitv://ns2.hellotvvod.com:9906/1269c71356f54b919d69c2f54f635a89.ts
